function_name,representation,crossover,config_name,run_id,best_fitness,final_mean_fitness,convergence_generation,runtime,function_evaluations,best_x,best_y
drop_wave,binary,1point,binary_1point,0,-0.9362452903486326,-0.8596010994081769,2,0.15127897262573242,9900,-0.4199282825970858,-0.30711406118867757
drop_wave,binary,1point,binary_1point,1,-0.9362453157856393,-0.8499549223629616,1,0.10891318321228027,9900,-0.3021139848935688,0.42352208743419517
drop_wave,binary,1point,binary_1point,2,-0.9999995574816783,-0.8732493817042658,3,0.10844111442565918,9900,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,3,-0.9362453276836417,-0.8467461596755135,1,0.10835027694702148,9900,0.3980529488059812,-0.33492698558022393
drop_wave,binary,1point,binary_1point,4,-0.9362453237252429,-0.8561734732814503,4,0.10932683944702148,9900,-0.4716478217746243,0.21945647364004017
drop_wave,binary,1point,binary_1point,5,-0.9362453277883259,-0.8756940502481999,4,0.10855603218078613,9900,0.5200860608834974,0.011640802624551583
drop_wave,binary,1point,binary_1point,6,-0.9362453105132938,-0.8663587778844777,5,0.10849189758300781,9900,0.21164385442893163,0.47524162661173364
drop_wave,binary,1point,binary_1point,7,-0.9999995574816783,-0.9302517759616129,2,0.10868573188781738,9900,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,8,-0.936245322515042,-0.853878914795818,1,0.11024689674377441,9900,-0.0635165941863125,0.5163360036621656
drop_wave,binary,1point,binary_1point,9,-0.9362453265610524,-0.8510153223432837,7,0.11049795150756836,9900,0.22930037384603708,-0.4669602502479595
drop_wave,binary,1point,binary_1point,10,-0.9362453250603691,-0.8776026252693913,1,0.10884690284729004,9900,0.16258060578316957,0.49414816510261783
drop_wave,binary,1point,binary_1point,11,-0.9362453035245316,-0.895472141158152,3,0.10922527313232422,9900,0.5202423132677199,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,12,-0.936245327746014,-0.811139188947488,1,0.10839104652404785,9900,-0.5172735179674985,0.055235217822537486
drop_wave,binary,1point,binary_1point,13,-0.93624532524599,-0.8618417599576932,1,0.10985803604125977,9900,0.25148821240558483,0.45539757381551826
drop_wave,binary,1point,binary_1point,14,-0.9362453270491088,-0.8615173638204735,2,0.10931921005249023,9900,0.44336614023041054,-0.2721135271229116
drop_wave,binary,1point,binary_1point,15,-0.936245318331244,-0.8483538761416395,2,0.10914778709411621,9900,-0.48352300297550954,-0.19195605401693783
drop_wave,binary,1point,binary_1point,16,-0.9999995574816783,-0.910737302796444,2,0.10837888717651367,9900,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,17,-0.9362453255518947,-0.8645512413966052,2,0.10912489891052246,9900,0.45477256427862933,-0.25258197909514024
drop_wave,binary,1point,binary_1point,18,-0.9362453241532275,-0.8676365276063263,1,0.11287784576416016,9900,-0.27914488441290963,0.4389910734721898
drop_wave,binary,1point,binary_1point,19,-0.936245324186196,-0.8303243060630712,4,0.12473106384277344,9900,-0.11257984283207456,0.5078983749141681
drop_wave,binary,1point,binary_1point,20,-0.9362453270277239,-0.8788862658170943,8,0.11053705215454102,9900,-0.4143031967650872,0.3146141756313421
drop_wave,binary,1point,binary_1point,21,-0.9362453148076447,-0.8927761534798132,6,0.10986185073852539,9900,0.47211657892728986,0.21851895933470722
drop_wave,binary,1point,binary_1point,22,-0.9362453272452688,-0.8735039940689902,3,0.11098718643188477,9900,0.4644602121004038,0.23430045014114587
drop_wave,binary,1point,binary_1point,23,-0.9362453273393663,-0.8697520874997842,2,0.11362981796264648,9900,0.5191485465781644,-0.03335988403143375
drop_wave,binary,1point,binary_1point,24,-0.9999995574816783,-0.9115683588312794,1,0.11331462860107422,9900,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,25,-0.9999995574816783,-0.8706673715611707,1,0.11118507385253906,9900,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,26,-0.9999995574816783,-0.9330663085903161,4,0.1099238395690918,9900,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,27,-0.9362453163189575,-0.8686260450223862,1,0.1101071834564209,9900,-0.3916466010528721,-0.34242710002288845
drop_wave,binary,1point,binary_1point,28,-0.9362453143677482,-0.8877925822325647,1,0.11025261878967285,9900,0.30602029449912305,-0.4207095445181963
drop_wave,binary,1point,binary_1point,29,-0.9362453214482588,-0.8430136545325252,5,0.11013102531433105,9900,0.49571068894483883,0.15773678187228146
drop_wave,binary,2point,binary_2point,0,-0.9362453241532275,-0.8794802660459665,2,0.11192584037780762,9900,0.4389910734721898,0.27914488441290963
drop_wave,binary,2point,binary_2point,1,-0.9362453206856279,-0.8706203277216887,6,0.11315298080444336,9900,0.40586556801708973,-0.32539559014267194
drop_wave,binary,2point,binary_2point,2,-0.9362453249618635,-0.8586545297856667,4,0.11283087730407715,9900,0.3835214770733195,-0.35148973830777397
drop_wave,binary,2point,binary_2point,3,-0.9999995574816783,-0.9305869151297703,1,0.11253595352172852,9900,-7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,4,-0.9362453277743544,-0.8377474345591404,1,0.11259293556213379,9900,-0.5143047226672772,-0.07820431830319663
drop_wave,binary,2point,binary_2point,5,-0.9362453243808705,-0.8618581062835383,2,0.11209392547607422,9900,0.5136797131303892,-0.08226688029297335
drop_wave,binary,2point,binary_2point,6,-0.9999995574816783,-0.8911932002454066,2,0.11233019828796387,9900,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,7,-0.9362453259245257,-0.9008946763607026,6,0.11251401901245117,9900,-0.20586251621271057,0.4777416647592885
drop_wave,binary,2point,binary_2point,8,-0.9362452903486326,-0.8854140459559692,1,0.11295795440673828,9900,-0.30711406118867757,0.4199282825970849
drop_wave,binary,2point,binary_2point,9,-0.9362453206856279,-0.8521512221307694,2,0.11217403411865234,9900,-0.5038358129243914,-0.1294551003280695
drop_wave,binary,2point,binary_2point,10,-0.9362453234624882,-0.8700568614806794,1,0.11235404014587402,9900,-0.2978951705195696,0.4264908827344165
