function_name,representation,crossover,config_name,run_id,best_fitness,final_mean_fitness,convergence_generation,runtime,function_evaluations,best_x,best_y
drop_wave,binary,1point,binary_1point,0,-0.9999995574816783,-0.90191802800827,1,0.6287271976470947,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,1,-0.9999995574816783,-0.9027252395368566,3,0.6200911998748779,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,2,-0.9999995574816783,-0.9130289670921942,1,0.5817689895629883,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,3,-0.9999995574816783,-0.9120189959007482,1,0.606605052947998,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,4,-0.9999995574816783,-0.9091960717708041,1,0.5753111839294434,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,5,-0.9999995574816783,-0.9005776104141294,1,0.6101181507110596,50849,-7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,6,-0.9999995574816783,-0.8981232465373076,4,0.5788371562957764,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,7,-0.9362453276373239,-0.8693338964038433,5,0.6093599796295166,50849,0.20258121614404523,0.4791479362172879
drop_wave,binary,1point,binary_1point,8,-0.9999995574816783,-0.9142350223296841,7,0.5915138721466064,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,9,-0.9999995574816783,-0.9174561968411752,1,0.615947961807251,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,10,-0.9999995574816783,-0.8984668064942993,1,0.5916473865509033,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,11,-0.9999995574816783,-0.8943062158771201,5,0.6502866744995117,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,12,-0.9999995574816783,-0.8853668433775801,4,0.5782120227813721,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,13,-0.9999995574816783,-0.9048759155314294,4,0.60959792137146,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,14,-0.9999995574816783,-0.896339501628801,4,0.6118307113647461,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,15,-0.9999995574816783,-0.9134569317614953,3,0.5774197578430176,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,16,-0.9362453275000384,-0.8623143699334822,1,0.6110079288482666,50849,0.24805065995269704,-0.45727260242618417
drop_wave,binary,1point,binary_1point,17,-0.9999995574816783,-0.9072284351122043,4,0.5808558464050293,50849,-7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,18,-0.9999995574816783,-0.8973079596828932,1,0.6135790348052979,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,19,-0.9362453278068662,-0.859388666590461,1,0.5803539752960205,50849,0.37664637216754393,-0.35883360036621603
drop_wave,binary,1point,binary_1point,20,-0.9999995574816783,-0.9087648652696056,1,0.6102101802825928,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,21,-0.9999995574816783,-0.9060409595319602,2,0.58042311668396,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,22,-0.9999995574816783,-0.9132428046543585,4,0.610159158706665,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,23,-0.9999995574816783,-0.895280071764593,1,0.576409101486206,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,24,-0.9999995574816783,-0.9022132695699862,4,0.6145000457763672,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,25,-0.9999995574816783,-0.8901607279787186,4,0.5941171646118164,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,26,-0.9999995574816783,-0.9134527251090946,1,0.6176261901855469,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,27,-0.9999995574816783,-0.908395107482477,3,0.581671953201294,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,1point,binary_1point,28,-0.9999995574816783,-0.9060967952108242,1,0.6120889186859131,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,29,-0.9999995574816783,-0.9124652606972906,5,0.5778212547302246,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,0,-0.9999995574816783,-0.9025631537493539,3,0.6195070743560791,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,1,-0.9999995574816783,-0.9054714115607058,2,0.5883340835571289,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,2,-0.9999995574816783,-0.91101069972039,1,0.6195061206817627,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,3,-0.9999995574816783,-0.8997123797811946,1,0.5869030952453613,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,4,-0.9999995574816783,-0.8998656935499708,2,0.6258349418640137,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,5,-0.9999995574816783,-0.8976153570956956,1,0.5948946475982666,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,6,-0.9999995574816783,-0.9141686098534101,1,0.6216399669647217,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,7,-0.9999995574816783,-0.9033567391442106,6,0.5938317775726318,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,8,-0.9999995574816783,-0.9028020029455199,2,0.6189618110656738,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,9,-0.9999995574816783,-0.9143293915375318,1,0.6220009326934814,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,10,-0.9999995574816783,-0.9085491526707079,3,0.5929999351501465,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,11,-0.9362453277100329,-0.8692509475188901,1,0.6225070953369141,50849,-0.5033670557717249,-0.1313301289387354
drop_wave,binary,2point,binary_2point,12,-0.9999995574816783,-0.911210676624784,6,0.590735912322998,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,13,-0.9999995574816783,-0.9051297977886098,6,0.6293361186981201,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,14,-0.9999995574816783,-0.913243417844474,1,0.5904641151428223,50849,-7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,15,-0.9999995574816783,-0.9249650514981326,4,0.617016077041626,50849,7.812619211122751e-05,7.812619211122751e-05
drop_wave,binary,2point,binary_2point,16,-0.9999995574816783,-0.8945556977594045,1,0.592667818069458,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,17,-0.9999995574816783,-0.9153779814788046,2,0.6247959136962891,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,18,-0.9362453276955309,-0.8695090432083851,5,0.5931301116943359,50849,-0.4100843823910889,-0.32008300907911824
drop_wave,binary,2point,binary_2point,19,-0.9362453277883259,-0.8639552044921511,1,0.6233580112457275,50849,0.3027389944304568,-0.4230533302815296
drop_wave,binary,2point,binary_2point,20,-0.9999995574816783,-0.9137575905466155,4,0.5954298973083496,50849,-7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,21,-0.9999995574816783,-0.9215087035674631,5,0.6258702278137207,50849,7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,2point,binary_2point,22,-0.9362453278021651,-0.8712314263597815,4,0.6008670330047607,50849,0.38336522468909706,-0.3516459906919964
drop_wave,binary,2point,binary_2point,23,-0.9999995574816783,-0.9075646642110367,6,0.6213371753692627,50849,7.812619211122751e-05,7.812619211122751e-05
