function_name,config_name,n_runs,mean,std,median,min,max,q25,q75,iqr,skewness,kurtosis,cv
drop_wave,binary_1point,10,-0.9123002870642981,0.0696281599074078,-0.9362452791012816,-0.9999995574816783,-0.785751279168927,-0.9362453164302045,-0.9345878110014767,0.001657505428727779,1.1401624677556699,0.016506581479034388,-0.07632153677323185
drop_wave,real_arithmetic,10,-0.9562529773175632,0.029666561048342366,-0.9362453278076197,-0.9999984083614101,-0.93620710768058,-0.9848530579285654,-0.9362453209985526,0.048607736930012746,-0.8275835226444297,-1.2578428437505995,-0.031023758097529417
