function_name,config_name,n_runs,mean,std,median,min,max,q25,q75,iqr,skewness,kurtosis,cv
levy,binary_1point,30,0.030331623751060927,0.04803222237973291,0.0009187991765157507,5.286955094965913e-07,0.125184794459776,8.54685456141198e-07,0.022434537973991944,0.022433683288535802,1.2018162347454944,-0.4298139880321532,1.5835691083980579
levy,binary_2point,30,0.05453688261719055,0.11126229206466835,0.002985223456375794,5.286955094965913e-07,0.47294369494236116,1.6884466481665063e-05,0.022242525918698092,0.02222564145221643,2.4673755326248203,5.580711297187587,2.0401292982888135
levy,real_arithmetic,30,0.0001515426606739549,0.0004854805841929983,3.65839128103246e-13,1.3497838043956716e-31,0.0023570612427277933,1.0263238381021868e-21,3.6934650209046173e-06,3.6934650209046164e-06,3.6162879234391654,12.822006013444604,3.203590210399652
levy,real_blx_alpha,30,1.3497838043956723e-31,6.680878216442906e-47,1.3497838043956716e-31,1.3497838043956716e-31,1.3497838043956716e-31,1.3497838043956716e-31,1.3497838043956716e-31,0.0,,,4.949591330616151e-16
